95,98,14,28,3,64,57,8,46,83,16,98,1,99,11,31,43,29,85,79,39,51,32,3,29,9,70,14,11,35,81,47,16,32,72,6,31,46,24,47,74,81,94,26,65,97,23,86,39,77,43,37,58,69,81,2,6,37,27,45,10,94,78,65,42,5,29,30,56,17,99,68,77,88,53,97,94,30,80,11,43,18,3,56,45,99,29,45,61,70,37,87,61,7,56,44,35,8,30,1,15,66,76,43,99,8,87,43,10,78,77,35,90,39,25,88,51,40,58,20,53,97,90,26,53,5,13,66,67,35,41,73,68,39,44,46,25,28,81,51,83,9,27,52,58,19,4,57,70,18,50,31,87,53,13,26,58,54,80,42,4,64,27,58,76,74,41,98,94,98,95,27,33,20,41,1,14,21,55,54,29,84,98,52,54,78,68,78,13,97,56,98,18,25,59,94,41,29,93,13,59,92,60,27,94,48,43,49,76,6,86,32,19,99,42,27,0,79,55,92,98,62,10,99,81,37,62,3,28,92,52,42,89,98,75,20,84,84,8,39,37,16,43,82,1,4,62,13,10,39,31,19,72,83,41,31,88,32,23,98,34,13,51,29,57,83,68,39,2,12,96,43,19,41,84,52,30,6,18,81,68,78,64,18,48,93,81,5,0,90,96,20,47,1,40,50,85,24,41,12,46,52,20,22,5,47,4,53,38,73,0,45,72,43,62,83,65,46,56,86,33,82,46,74,69,32,46,36,39,19,36,62,41,5,65,29,36,60,58,87,10,29,38,52,87,3,91,53,61,22,9,75,50,27,37,78,85,50,72,30,49,96,78,46,59,98,86,42,17,25,86,75,9,97,88,77,42,57,44,0,64,76,70,11,82,83,31,18,94,72,30,38,91,97,10,53,59,38,19,91,10,92,82,88,66,22,24,98,39,15,82,72,68,90,13,19,43,94,68,95,60,88,89,9,10,29,98,1,87,40,22,70,66,82,51,86,93,74,90,69,13,55,75,35,60,96,2,11,65,26,29,56,75,61,84,61,28,85,3,25,69,9,9,31,70,51,17,44,66,53,1,78,16,86,10,59,92,5,73,15,28,54,90,51,50,27,42,19,76,69,44,0,43,79,22,1,30,10,76,25
37,23,89,87,33,7,19,25,95,62,58,90,18,80,66,80,54,85,33,13,76,10,33,35,96,61,23,28,86,66,32,81,4,34,16,50,1,49,92,76,74,79,49,92,16,63,40,38,99,40,38,60,84,42,98,47,70,80,86,28,80,79,47,64,95,98,42,98,98,74,53,52,15,53,45,3,75,72,59,69,88,97,43,80,65,44,46,95,69,78,81,99,32,77,82,41,20,19,3,93,38,6,34,59,41,56,94,0,46,12,85,71,5,45,69,24,68,21,47,94,59,95,94,83,57,90,85,0,43,71,61,72,89,0,23,76,31,67,83,36,9,83,5,81,33,93,68,66,25,30,96,77,80,35,16,67,86,30,66,98,10,65,80,77,9,62,62,75,3,7,40,3,96,53,58,91,71,65,18,33,18,37,36,14,9,4,21,32,11,87,41,55,61,82,10,27,93,56,8,74,88,51,98,51,70,83,31,0,77,41,41,94,41,77,49,83,46,48,95,67,91,43,66,63,30,71,11,95,26,7,0,1,19,40,29,41,23,30,28,66,84,90,29,98,93,79,38,71,9,77,65,45,36,92,24,60,28,56,57,20,14,6,15,46,17,34,72,7,46,55,72,77,48,97,72,88,38,31,31,90,11,88,54,19,70,73,75,32,17,38,80,10,91,85,43,39,82,49,65,63,12,91,63,19,71,15,9,51,19,96,10,88,26,16,70,77,92,14,96,37,91,93,83,94,68,51,52,73,93,95,91,41,44,94,72,42,33,5,30,8,22,56,31,26,91,5,99,92,14,14,43,79,76,4,10,61,15,97,7,70,61,27,50,99,30,27,49,57,32,50,18,38,85,22,43,70,41,21,39,82,12,48,52,64,9,54,67,72,0,32,82,85,92,14,23,33,85,82,21,87,53,72,78,36,48,21,73,56,38,20,95,35,34,26,24,9,53,87,46,16,20,96,21,78,58,51,3,50,84,68,27,55,28,74,48,45,45,53,87,79,80,90,62,15,37,69,63,77,20,3,68,0,15,8,53,76,37,94,0,14,72,54,85,77,80,5,61,15,14,69,33,25,79,46,12,51,94,59,81,53,79,52,79,46,89,99,70,93,44,44,27,85,16,41,71,12,21,95,64,27
96,2,97,70,58,63,45,91,66,22,91,40,38,48,95,79,37,62,75,14,97,80,73,95,90,2,75,41,88,75,8,55,99,92,91,36,97,20,11,18,80,86,80,5,77,65,7,58,93,30,85,60,14,29,57,75,52,68,71,37,20,87,14,49,22,36,6,87,50,76,44,48,93,96,25,85,6,12,84,49,55,29,68,44,75,7,17,70,44,8,80,33,28,92,63,50,77,91,80,39,38,18,31,94,9,66,45,91,76,81,32,54,98,93,94,23,37,85,55,31,46,32,41,89,86,69,37,24,39,47,51,1,33,2,1,94,19,66,75,47,14,45,77,14,98,67,65,81,7,74,61,39,99,48,67,94,15,31,68,80,31,52,65,65,81,34,24,51,29,61,11,37,16,27,12,12,53,21,76,77,97,35,98,84,15,54,65,40,46,38,96,38,91,62,69,80,95,2,48,22,93,95,72,72,6,52,20,99,72,86,97,10,39,84,56,47,67,44,19,69,62,38,76,31,14,35,32,56,38,26,88,14,85,56,66,85,32,27,88,60,76,50,30,26,93,7,38,36,42,79,93,87,13,82,24,27,1,72,2,20,60,92,60,18,4,99,4,77,17,59,50,32,65,43,1,55,56,93,58,69,60,92,82,20,1,69,76,33,54,79,28,74,80,99,58,21,12,14,77,53,68,30,53,2,93,21,9,90,11,97,32,5,15,64,66,65,73,23,40,40,52,14,44,12,52,22,14,34,4,18,90,96,18,17,0,50,1,26,30,15,82,82,38,9,8,85,53,71,47,23,36,62,88,38,22,99,73,82,3,85,94,80,78,67,38,47,34,23,21,89,40,3,34,66,24,63,45,19,46,3,58,78,27,32,72,66,21,91,85,84,76,93,27,33,95,26,43,90,17,50,77,20,0,37,0,33,36,43,95,48,75,37,22,58,33,18,27,21,92,25,59,4,53,55,89,85,47,99,34,30,65,51,99,51,24,98,55,36,25,5,55,61,79,0,66,98,10,80,7,17,13,94,46,75,71,35,54,71,15,57,66,19,73,50,68,10,98,54,37,43,96,75,37,69,17,87,39,54,63,38,86,30,76,10,80,49,77,56,60,27,70,81,44,27,27,44,50,84,58,22
14,98,51,12,95,75,41,53,79,43,81,4,24,69,12,49,4,16,17,41,64,31,23,35,94,70,93,43,2,90,84,64,25,23,40,69,11,38,82,99,72,92,60,94,53,63,24,37,91,28,21,8,38,62,14,37,69,65,79,93,99,87,52,31,96,20,99,43,93,15,86,89,40,35,83,51,24,16,99,4,23,21,36,95,9,5,71,18,59,83,76,37,29,23,40,26,36,83,23,22,61,64,94,15,14,60,68,16,46,92,28,26,4,30,89,44,86,67,21,87,53,28,6,8,40,93,60,79,43,38,74,54,15,2,69,16,90,5,72,41,83,72,66,82,93,43,57,9,16,58,45,75,85,21,76,93,99,58,32,84,59,71,4,62,49,70,78,29,10,63,25,40,20,16,37,6,40,11,13,32,16,1,81,96,63,11,84,71,65,4,58,39,51,83,86,53,5,20,18,25,24,62,8,31,61,1,79,75,73,3,96,78,38,80,60,17,47,55,1,65,73,77,98,7,91,74,41,88,29,22,48,0,47,0,8,3,87,98,7,18,24,77,63,23,20,23,16,39,76,99,66,34,23,19,86,67,82,32,46,81,4,31,88,22,64,8,98,30,66,82,47,6,16,32,28,5,35,42,8,73,20,92,52,5,38,9,41,71,93,11,46,31,4,14,61,47,42,69,45,78,12,10,58,55,17,73,7,27,27,87,85,9,20,15,83,60,3,57,20,55,64,5,17,50,13,88,23,37,93,47,73,28,76,57,36,19,94,48,12,22,1,54,13,80,53,21,11,46,88,29,81,84,23,21,89,20,60,69,29,51,3,1,60,58,9,84,4,29,73,81,7,16,59,47,12,79,85,72,26,10,39,21,87,59,66,70,83,49,49,7,2,52,28,21,11,30,43,85,21,6,64,59,72,8,54,72,88,97,15,16,63,17,50,15,8,87,75,99,13,12,19,97,35,98,60,92,60,73,73,86,15,76,40,46,13,63,23,72,20,82,78,68,54,0,92,81,98,56,18,7,88,2,66,15,80,2,61,46,40,2,55,83,77,40,55,89,91,58,62,58,94,0,55,58,51,46,36,59,38,78,34,52,61,44,14,73,3,66,58,98,61,92,92,55,4,93,93,96,56,62
88,3,34,49,42,67,64,56,45,76,52,85,24,80,14,90,40,58,64,24,4,67,31,49,83,10,8,9,62,84,53,96,57,50,77,86,87,33,25,6,97,51,29,9,64,4,19,92,21,39,57,40,25,31,71,28,75,94,66,46,87,98,48,71,50,28,21,98,49,87,77,9,9,29,55,15,99,46,1,69,22,69,1,64,15,94,63,16,82,89,90,82,41,90,82,17,61,61,68,42,56,83,97,35,86,1,79,38,19,77,1,20,82,86,56,2,49,45,78,84,76,79,93,69,34,28,2,43,89,49,29,74,28,53,81,42,28,13,20,82,57,79,17,3,64,54,85,45,21,98,53,11,87,97,19,62,51,55,53,94,38,42,74,81,12,25,13,39,5,32,37,23,45,88,71,20,54,45,97,12,20,82,60,71,82,50,78,97,7,55,10,71,76,72,70,40,40,74,97,99,78,41,63,7,18,92,73,73,56,81,87,40,15,8,97,6,67,40,11,37,97,76,44,13,69,70,76,42,99,20,60,47,90,46,96,90,28,41,91,19,93,28,87,83,87,16,83,77,58,26,30,80,43,14,55,97,33,7,40,72,93,20,74,30,40,90,12,18,90,24,34,78,91,92,82,8,91,27,51,34,74,21,10,43,87,11,60,98,89,44,71,97,2,4,75,60,85,46,86,63,85,1,49,45,8,88,8,55,53,72,16,89,36,62,78,5,18,17,75,31,59,67,5,14,14,25,9,28,70,64,8,61,71,17,73,39,2,96,96,44,39,15,33,31,58,90,18,83,39,27,41,0,19,54,71,42,21,84,7,75,2,79,66,76,58,8,18,90,99,38,18,53,86,48,34,19,6,3,96,6,72,59,94,12,48,96,27,76,97,32,19,84,17,9,41,19,40,30,8,79,35,55,96,59,36,43,83,88,60,77,60,45,35,3,51,76,5,59,94,26,90,74,87,63,38,69,24,88,45,35,19,1,4,21,81,97,61,79,67,97,74,30,18,60,31,22,4,15,9,28,57,40,89,56,88,63,77,47,13,6,62,70,15,7,73,80,52,88,65,10,62,71,2,1,62,41,81,48,84,59,59,60,7,77,8,5,18,22,38,63,66,42,39,60,89,52,87,15,29,96
19,88,32,71,54,27,15,88,98,3,90,79,12,18,73,21,34,78,74,96,6,10,82,68,28,71,53,31,53,59,84,44,82,44,37,65,96,11,89,21,45,92,49,86,84,42,91,66,47,88,22,40,30,39,69,79,70,38,46,60,34,42,94,28,85,26,11,94,56,42,13,63,21,59,46,86,60,88,77,64,46,62,8,47,41,16,40,27,55,35,83,77,55,81,65,38,79,70,53,96,85,82,20,11,24,10,8,77,32,48,52,49,0,9,27,29,55,29,15,76,77,37,32,54,76,91,8,24,89,18,1,56,61,88,50,0,44,67,91,55,81,8,39,41,29,64,68,61,33,29,55,49,70,83,31,50,40,53,97,18,73,22,90,94,92,46,76,16,8,91,61,89,15,35,86,75,94,32,67,95,17,35,80,52,76,69,10,47,85,90,84,6,14,64,76,72,91,59,54,53,86,27,19,30,70,59,11,33,12,58,13,22,55,76,60,58,27,44,58,78,82,6,98,43,92,42,17,4,2,60,88,74,6,14,95,83,34,53,90,35,52,9,20,52,80,40,24,25,53,80,81,24,95,68,22,30,73,44,64,13,85,48,62,10,72,0,93,26,53,6,29,46,93,10,6,58,18,12,77,22,53,77,53,35,45,93,97,97,20,79,19,53,69,60,36,39,99,58,96,86,32,18,50,37,47,8,66,64,22,85,49,2,66,56,9,62,13,91,61,44,69,56,72,76,94,28,7,28,4,71,63,35,76,42,96,56,59,54,87,78,75,13,60,30,97,27,56,54,83,39,55,82,50,95,58,24,47,63,62,55,98,31,2,98,86,44,34,87,40,99,97,78,61,30,56,20,56,42,38,79,80,44,8,11,45,59,73,20,54,97,40,63,80,81,89,51,23,6,11,9,55,92,75,74,96,70,8,87,6,38,32,28,53,23,80,8,58,6,54,88,95,58,41,82,31,52,45,28,44,72,16,40,81,53,85,57,93,32,70,28,70,39,42,34,9,84,21,38,94,86,63,47,93,13,34,11,74,84,83,12,41,64,95,45,17,42,87,23,83,71,13,63,17,67,93,74,72,78,46,7,83,92,90,65,30,10,85,93,50,53,70,35,97,65,60,67,8,73,69,80
86,82,44,19,78,56,44,6,96,82,30,12,73,18,79,92,46,64,98,82,29,69,70,33,29,74,13,86,26,59,80,75,7,82,54,86,78,80,81,51,65,81,43,52,56,90,47,33,73,6,44,32,54,42,54,22,75,30,21,7,18,3,37,69,1,38,74,57,77,90,24,49,12,36,61,12,1,43,51,97,26,45,57,11,72,61,2,56,70,74,53,89,46,90,55,26,15,47,2,27,15,37,71,73,94,72,14,62,34,65,77,79,39,16,85,19,26,83,45,95,99,0,11,1,5,22,84,47,75,35,1,38,98,39,88,27,19,16,44,74,91,78,72,75,31,56,30,43,45,8,26,47,91,69,37,76,6,79,74,78,53,99,33,81,40,36,40,55,46,12,24,97,67,59,56,9,33,72,8,43,18,53,61,63,1,80,1,67,64,64,26,18,48,23,2,34,90,5,6,19,87,77,74,95,49,28,85,15,50,11,58,56,95,1,80,47,3,19,65,72,18,57,21,77,10,10,71,19,9,83,8,52,58,30,51,80,99,65,99,27,28,4,4,34,77,30,37,48,13,35,92,47,55,37,22,61,75,10,71,1,19,78,57,35,19,72,60,12,8,94,88,49,44,15,68,33,1,93,40,69,38,54,83,92,89,38,37,17,45,44,34,12,60,20,65,6,87,15,9,55,37,56,97,72,43,97,12,40,43,32,81,59,39,96,2,94,8,86,44,22,54,14,21,78,21,38,25,12,75,64,66,3,45,67,16,52,70,90,73,45,77,96,5,54,6,22,25,55,89,89,22,27,70,7,71,33,43,30,76,37,84,35,95,37,13,77,41,68,52,91,93,79,56,98,97,20,50,61,21,50,93,52,63,72,55,64,77,20,59,41,23,53,82,53,11,23,72,76,83,74,14,99,93,66,81,9,69,75,21,42,37,22,98,50,82,97,22,26,6,7,53,38,64,8,75,71,92,77,85,22,72,25,44,38,62,46,44,92,27,5,1,83,99,72,68,93,82,34,98,60,21,91,60,39,36,69,91,66,85,31,83,45,63,37,60,60,78,64,96,14,45,87,92,87,14,29,34,67,21,72,69,67,31,61,57,46,16,32,25,42,7,53,31,73,71,5,95,76,31,53
32,94,78,98,21,12,16,88,13,10,88,3,89,38,0,85,20,24,91,90,74,90,56,20,89,24,55,98,83,54,85,37,21,67,98,97,14,66,3,1,14,51,40,24,7,63,96,98,28,30,13,6,65,50,45,42,0,37,53,68,18,26,79,61,72,7,27,80,44,36,83,61,64,14,66,1,78,58,26,41,28,20,5,84,56,62,79,51,56,13,88,85,17,94,18,81,93,92,93,92,55,99,46,41,87,50,57,3,62,14,6,41,76,33,83,83,20,8,50,61,79,5,39,32,46,80,23,84,74,73,26,95,43,14,35,88,89,70,52,22,80,12,8,93,84,61,92,95,61,9,37,55,64,88,94,43,63,16,92,59,50,75,75,59,70,55,79,77,10,91,45,62,77,32,71,68,82,49,64,12,2,92,29,55,50,16,75,49,68,65,71,99,65,7,70,61,74,78,65,17,99,49,31,93,49,26,86,84,96,96,10,24,41,16,66,16,25,69,50,0,30,31,77,19,90,14,72,22,80,84,43,54,1,81,3,71,98,90,91,77,87,58,9,84,94,79,82,62,5,39,0,20,84,50,92,1,64,66,65,85,2,30,0,99,7,39,16,40,1,11,95,28,75,71,28,56,61,17,72,56,97,18,50,62,38,17,87,8,89,35,66,64,22,95,57,30,69,6,68,17,67,18,39,2,29,22,18,42,47,2,25,29,4,11,95,1,13,98,81,28,95,8,28,13,53,56,34,58,19,6,54,30,32,26,77,84,67,61,18,69,48,8,1,4,79,53,93,47,67,91,73,18,97,44,10,73,45,22,48,35,49,54,79,18,56,5,74,76,89,37,15,82,14,38,87,18,43,38,83,91,41,72,58,39,82,21,87,29,2,6,7,25,34,89,75,17,96,38,32,33,38,85,15,26,34,59,21,81,9,63,48,15,31,79,71,22,22,14,90,85,0,71,24,54,64,3,89,92,58,87,14,26,75,43,42,31,83,15,41,62,21,5,18,81,11,74,9,37,47,38,27,83,77,87,43,58,43,65,71,89,59,74,81,90,57,16,82,98,62,9,66,4,93,51,93,11,52,24,76,87,55,49,41,84,10,89,70,58,93,38,26,36,15,61,74,60,4,56,53,10
22,10,61,22,15,72,62,43,60,38,92,24,11,98,12,31,91,70,96,87,32,12,49,16,6,13,81,40,12,38,56,48,6,81,87,17,79,56,25,24,46,24,41,25,67,86,49,55,92,29,20,25,81,59,18,17,66,8,95,74,4,95,22,44,74,74,37,99,87,80,63,90,93,56,86,37,53,95,5,6,68,9,83,13,11,11,53,72,19,28,76,14,58,60,1,6,74,65,70,55,26,52,6,11,56,92,65,4,44,79,81,7,2,86,64,52,4,76,22,70,48,64,33,28,91,77,88,60,12,55,1,75,53,86,38,70,71,95,49,94,20,8,43,56,27,18,1,51,21,22,31,25,58,51,79,57,59,31,94,66,65,14,21,3,55,6,59,93,97,37,92,96,33,5,37,27,24,27,53,34,84,2,99,89,73,54,57,47,8,23,23,73,45,11,8,70,84,53,74,95,97,59,86,97,69,94,39,11,79,43,99,60,25,49,20,34,33,95,50,47,95,26,69,8,28,88,5,35,19,12,86,57,0,75,88,51,95,24,92,42,82,4,3,8,32,72,50,57,2,39,80,27,1,1,33,72,38,91,10,52,60,98,61,72,10,19,91,75,59,49,92,11,94,12,67,55,89,32,75,93,43,48,24,80,0,74,28,77,65,64,5,68,4,6,61,46,18,51,5,13,11,57,11,37,11,42,42,79,38,67,50,52,18,61,3,72,72,42,6,99,1,71,48,14,4,42,14,48,32,22,3,30,66,58,87,89,26,81,90,68,42,7,59,90,97,82,90,80,75,30,18,9,21,38,77,10,23,81,59,0,66,75,15,97,30,59,31,14,11,50,49,84,0,24,46,74,33,45,61,95,1,65,97,89,32,55,25,55,28,48,13,88,66,87,44,52,74,99,23,23,49,96,28,91,85,48,0,68,94,0,95,27,96,16,85,87,52,55,87,40,53,95,66,1,60,84,32,27,62,51,91,59,28,17,30,3,47,92,91,98,82,67,17,1,23,24,97,76,30,91,44,19,71,18,56,30,53,18,58,91,31,64,31,81,16,60,30,0,31,88,50,18,89,24,71,39,76,8,2,91,48,51,32,64,68,93,25,73,21,29,21,81,97,76,16,10,89,14,34,65
40,75,60,87,19,23,89,21,40,6,20,66,15,5,82,17,92,36,37,62,79,82,65,34,22,74,89,15,88,61,47,12,61,86,47,10,99,90,17,61,53,69,45,96,54,65,8,92,73,80,20,98,61,4,55,31,95,63,41,78,39,13,50,95,29,52,76,49,43,82,32,93,26,77,63,6,40,93,34,61,93,23,51,13,35,96,68,69,11,21,29,51,36,85,10,89,98,57,60,2,79,27,76,77,69,90,14,72,94,60,42,89,85,40,0,31,61,27,89,72,57,37,7,86,44,89,90,15,42,41,67,60,64,85,36,83,26,89,17,28,7,87,69,85,40,96,86,77,64,9,3,13,70,7,31,18,98,78,47,32,23,53,73,76,90,76,19,67,85,43,52,35,79,67,82,20,81,75,81,50,76,64,80,33,60,53,55,79,27,79,23,1,1,90,65,12,88,70,86,96,25,23,72,33,86,48,27,4,42,4,66,2,85,59,46,11,18,79,58,69,38,72,3,9,99,30,71,52,69,33,33,77,85,28,46,46,4,40,11,79,62,8,89,94,75,26,26,9,30,18,5,72,93,94,76,93,52,99,52,27,55,90,99,59,45,8,70,64,99,78,10,81,31,74,41,95,25,8,76,58,42,77,16,24,26,70,76,92,99,18,11,69,95,19,29,3,95,82,59,43,40,65,7,46,8,48,98,77,53,61,28,79,51,80,39,55,97,63,80,40,96,90,76,44,65,73,10,14,46,19,87,73,60,56,13,48,77,26,89,61,23,23,65,16,47,6,93,47,82,16,66,2,98,19,61,67,80,4,95,95,49,39,8,7,17,19,50,38,58,51,98,14,56,50,13,0,62,81,84,35,34,37,28,97,47,3,52,70,62,75,55,90,18,80,20,58,86,42,10,63,83,51,72,44,65,81,40,57,30,68,92,33,68,90,53,51,92,74,76,88,63,3,83,96,8,89,81,99,50,26,79,92,84,58,52,16,49,34,43,19,8,72,36,26,29,48,97,61,98,35,30,70,84,71,86,66,35,99,33,41,73,86,65,29,48,48,45,7,89,14,95,74,19,98,17,88,65,97,20,81,61,2,68,82,81,86,41,42,13,89,89,70,81,29,21,11,15,54,89,61
